ativo;cost;gamma;tam_treino;evaluation;kernel;type;valor_real;valor_predito;diffMod;perc_acerto
AGRO3.SA.arff;512;0,0000305176;30;COMBINED;Sigmoid;EPSILON_SVR;11,09;11,08;0,01;99,94
AGRO3.SA.arff;1048576;0,0009765625;30;COMBINED;Polynomial;EPSILON_SVR;11,09;11,13;0,04;100,36
AGRO3.SA.arff;0,015625;4;30;COMBINED;Linear;EPSILON_SVR;11,09;11,08;0,01;99,94
AGRO3.SA.arff;1048576;0,015625;40;MAE;RBF;EPSILON_SVR;11,09;11,13;0,04;100,38
AGRO3.SA.arff;512;0,001953125;40;MAE;Sigmoid;EPSILON_SVR;11,09;11,23;0,14;101,22
AGRO3.SA.arff;131072;0,00390625;40;MAE;Polynomial;EPSILON_SVR;11,09;11,21;0,12;101,11
AGRO3.SA.arff;0,25;4;40;MAE;Linear;EPSILON_SVR;11,09;11,23;0,14;101,23
AGRO3.SA.arff;1048576;0,015625;40;RAE;RBF;EPSILON_SVR;11,09;11,13;0,04;100,38
AGRO3.SA.arff;512;0,001953125;40;RAE;Sigmoid;EPSILON_SVR;11,09;11,23;0,14;101,22
AGRO3.SA.arff;131072;0,00390625;40;RAE;Polynomial;EPSILON_SVR;11,09;11,21;0,12;101,11
AGRO3.SA.arff;0,25;4;40;RAE;Linear;EPSILON_SVR;11,09;11,23;0,14;101,23
AGRO3.SA.arff;1048576;0,015625;40;RMSE;RBF;EPSILON_SVR;11,09;11,13;0,04;100,38
AGRO3.SA.arff;512;0,001953125;40;RMSE;Sigmoid;EPSILON_SVR;11,09;11,23;0,14;101,22
AGRO3.SA.arff;1048576;0,0004882812;40;RMSE;Polynomial;EPSILON_SVR;11,09;11,12;0,03;100,28
AGRO3.SA.arff;0,25;4;40;RMSE;Linear;EPSILON_SVR;11,09;11,23;0,14;101,23
AGRO3.SA.arff;1048576;0,015625;40;RRSE;RBF;EPSILON_SVR;11,09;11,13;0,04;100,38
AGRO3.SA.arff;512;0,001953125;40;RRSE;Sigmoid;EPSILON_SVR;11,09;11,23;0,14;101,22
AGRO3.SA.arff;1048576;0,0004882812;40;RRSE;Polynomial;EPSILON_SVR;11,09;11,12;0,03;100,28
AGRO3.SA.arff;0,25;4;40;RRSE;Linear;EPSILON_SVR;11,09;11,23;0,14;101,23
AGRO3.SA.arff;1048576;0,015625;40;COMBINED;RBF;EPSILON_SVR;11,09;11,13;0,04;100,38
AGRO3.SA.arff;512;0,001953125;40;COMBINED;Sigmoid;EPSILON_SVR;11,09;11,23;0,14;101,22
AGRO3.SA.arff;262144;0,0009765625;40;COMBINED;Polynomial;EPSILON_SVR;11,09;11,07;0,02;99,85
AGRO3.SA.arff;0,25;4;40;COMBINED;Linear;EPSILON_SVR;11,09;11,23;0,14;101,23
AGRO3.SA.arff;1048576;0,0625;50;MAE;RBF;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;64;0,0625;50;MAE;Sigmoid;EPSILON_SVR;11,09;15,15;4,06;136,64
AGRO3.SA.arff;1048576;1024;50;MAE;Polynomial;EPSILON_SVR;11,09;11,16;0,07;100,65
AGRO3.SA.arff;2;4;50;MAE;Linear;EPSILON_SVR;11,09;11,14;0,05;100,48
AGRO3.SA.arff;1048576;0,0625;50;RAE;RBF;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;64;0,0625;50;RAE;Sigmoid;EPSILON_SVR;11,09;15,15;4,06;136,64
AGRO3.SA.arff;1048576;1024;50;RAE;Polynomial;EPSILON_SVR;11,09;11,16;0,07;100,65
AGRO3.SA.arff;2;4;50;RAE;Linear;EPSILON_SVR;11,09;11,14;0,05;100,48
AGRO3.SA.arff;1048576;0,0625;50;RMSE;RBF;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;512;0,0078125;50;RMSE;Sigmoid;EPSILON_SVR;11,09;11,16;0,07;100,63
AGRO3.SA.arff;262144;0,00390625;50;RMSE;Polynomial;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;2;4;50;RMSE;Linear;EPSILON_SVR;11,09;11,14;0,05;100,48
AGRO3.SA.arff;1048576;0,0625;50;RRSE;RBF;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;512;0,0078125;50;RRSE;Sigmoid;EPSILON_SVR;11,09;11,16;0,07;100,63
AGRO3.SA.arff;262144;0,00390625;50;RRSE;Polynomial;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;2;4;50;RRSE;Linear;EPSILON_SVR;11,09;11,14;0,05;100,48
AGRO3.SA.arff;1048576;0,0625;50;COMBINED;RBF;EPSILON_SVR;11,09;11,21;0,12;101,12
AGRO3.SA.arff;512;0,0078125;50;COMBINED;Sigmoid;EPSILON_SVR;11,09;11,16;0,07;100,63
AGRO3.SA.arff;1048576;1024;50;COMBINED;Polynomial;EPSILON_SVR;11,09;11,16;0,07;100,65
AGRO3.SA.arff;2;4;50;COMBINED;Linear;EPSILON_SVR;11,09;11,14;0,05;100,48
AGRO3.SA.arff;1;0;20;MAE;RBF;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;MAE;Sigmoid;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;MAE;Polynomial;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;MAE;Linear;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RAE;RBF;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RAE;Sigmoid;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RAE;Polynomial;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RAE;Linear;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RMSE;RBF;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RMSE;Sigmoid;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RMSE;Polynomial;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RMSE;Linear;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RRSE;RBF;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RRSE;Sigmoid;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RRSE;Polynomial;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;RRSE;Linear;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;COMBINED;RBF;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;COMBINED;Sigmoid;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;COMBINED;Polynomial;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1;0;20;COMBINED;Linear;EPSILON_SVR;0,1;9999;9998,9;9999000
AGRO3.SA.arff;1048576;0,03125;30;MAE;RBF;EPSILON_SVR;11,14;11,18;0,04;100,37
AGRO3.SA.arff;1048576;0,00390625;30;MAE;Sigmoid;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;1048576;1024;30;MAE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,79
AGRO3.SA.arff;1048576;4;30;MAE;Linear;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;1048576;0,03125;30;RAE;RBF;EPSILON_SVR;11,14;11,18;0,04;100,37
AGRO3.SA.arff;1048576;0,00390625;30;RAE;Sigmoid;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;1048576;1024;30;RAE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,79
AGRO3.SA.arff;1048576;4;30;RAE;Linear;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;1048576;0,125;30;RMSE;RBF;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;4096;0,0000305176;30;RMSE;Sigmoid;EPSILON_SVR;11,14;11,23;0,09;100,85
AGRO3.SA.arff;1048576;0,0078125;30;RMSE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,79
AGRO3.SA.arff;0,125;4;30;RMSE;Linear;EPSILON_SVR;11,14;11,23;0,09;100,85
AGRO3.SA.arff;1048576;0,125;30;RRSE;RBF;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;4096;0,0000305176;30;RRSE;Sigmoid;EPSILON_SVR;11,14;11,23;0,09;100,85
AGRO3.SA.arff;1048576;0,0078125;30;RRSE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,79
AGRO3.SA.arff;0,125;4;30;RRSE;Linear;EPSILON_SVR;11,14;11,23;0,09;100,85
AGRO3.SA.arff;1048576;0,0625;30;COMBINED;RBF;EPSILON_SVR;11,14;11,2;0,06;100,56
AGRO3.SA.arff;1048576;0,00390625;30;COMBINED;Sigmoid;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;1048576;1024;30;COMBINED;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,79
AGRO3.SA.arff;1048576;4;30;COMBINED;Linear;EPSILON_SVR;11,14;11,11;0,03;99,77
AGRO3.SA.arff;32;0,0078125;40;MAE;RBF;EPSILON_SVR;11,14;11,22;0,08;100,69
AGRO3.SA.arff;16;0,03125;40;MAE;Sigmoid;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;1048576;0,0004882812;40;MAE;Polynomial;EPSILON_SVR;11,14;11,14;0;100,03
AGRO3.SA.arff;0,5;4;40;MAE;Linear;EPSILON_SVR;11,14;11,21;0,07;100,61
AGRO3.SA.arff;32;0,0078125;40;RAE;RBF;EPSILON_SVR;11,14;11,22;0,08;100,69
AGRO3.SA.arff;16;0,03125;40;RAE;Sigmoid;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;1048576;0,0004882812;40;RAE;Polynomial;EPSILON_SVR;11,14;11,14;0;100,03
AGRO3.SA.arff;0,5;4;40;RAE;Linear;EPSILON_SVR;11,14;11,21;0,07;100,61
AGRO3.SA.arff;128;0,001953125;40;RMSE;RBF;EPSILON_SVR;11,14;11,21;0,07;100,62
AGRO3.SA.arff;16;0,03125;40;RMSE;Sigmoid;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;262144;0,0009765625;40;RMSE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,85
AGRO3.SA.arff;0,5;4;40;RMSE;Linear;EPSILON_SVR;11,14;11,21;0,07;100,61
AGRO3.SA.arff;128;0,001953125;40;RRSE;RBF;EPSILON_SVR;11,14;11,21;0,07;100,62
AGRO3.SA.arff;16;0,03125;40;RRSE;Sigmoid;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;262144;0,0009765625;40;RRSE;Polynomial;EPSILON_SVR;11,14;11,12;0,02;99,85
AGRO3.SA.arff;0,5;4;40;RRSE;Linear;EPSILON_SVR;11,14;11,21;0,07;100,61
AGRO3.SA.arff;32;0,0078125;40;COMBINED;RBF;EPSILON_SVR;11,14;11,22;0,08;100,69
AGRO3.SA.arff;16;0,03125;40;COMBINED;Sigmoid;EPSILON_SVR;11,14;11,21;0,07;100,63
AGRO3.SA.arff;131072;0,001953125;40;COMBINED;Polynomial;EPSILON_SVR;11,14;11,24;0,1;100,86
AGRO3.SA.arff;0,5;4;40;COMBINED;Linear;EPSILON_SVR;11,14;11,21;0,07;100,61
AGRO3.SA.arff;16;0,0625;50;MAE;RBF;EPSILON_SVR;11,14;11,26;0,12;101,1
AGRO3.SA.arff;64;0,0625;50;MAE;Sigmoid;EPSILON_SVR;11,14;17,56;6,42;157,59
AGRO3.SA.arff;1048576;1024;50;MAE;Polynomial;EPSILON_SVR;11,14;11,2;0,06;100,52
AGRO3.SA.arff;1;4;50;MAE;Linear;EPSILON_SVR;11,14;11,18;0,04;100,32
AGRO3.SA.arff;16;0,0625;50;RAE;RBF;EPSILON_SVR;11,14;11,26;0,12;101,1
AGRO3.SA.arff;64;0,0625;50;RAE;Sigmoid;EPSILON_SVR;11,14;17,56;6,42;157,59
AGRO3.SA.arff;1048576;1024;50;RAE;Polynomial;EPSILON_SVR;11,14;11,2;0,06;100,52
AGRO3.SA.arff;1;4;50;RAE;Linear;EPSILON_SVR;11,14;11,18;0,04;100,32
AGRO3.SA.arff;16;0,0625;50;RMSE;RBF;EPSILON_SVR;11,14;11,26;0,12;101,1
AGRO3.SA.arff;64;0,0625;50;RMSE;Sigmoid;EPSILON_SVR;11,14;17,56;6,42;157,59
AGRO3.SA.arff;1048576;0,0009765625;50;RMSE;Polynomial;EPSILON_SVR;11,14;11,25;0,11;100,96
AGRO3.SA.arff;4;4;50;RMSE;Linear;EPSILON_SVR;11,14;11,19;0,05;100,41
AGRO3.SA.arff;16;0,0625;50;RRSE;RBF;EPSILON_SVR;11,14;11,26;0,12;101,1
AGRO3.SA.arff;64;0,0625;50;RRSE;Sigmoid;EPSILON_SVR;11,14;17,56;6,42;157,59
AGRO3.SA.arff;1048576;0,0009765625;50;RRSE;Polynomial;EPSILON_SVR;11,14;11,25;0,11;100,96
AGRO3.SA.arff;4;4;50;RRSE;Linear;EPSILON_SVR;11,14;11,19;0,05;100,41
AGRO3.SA.arff;16;0,0625;50;COMBINED;RBF;EPSILON_SVR;11,14;11,26;0,12;101,1
AGRO3.SA.arff;64;0,0625;50;COMBINED;Sigmoid;EPSILON_SVR;11,14;17,56;6,42;157,59
AGRO3.SA.arff;1048576;0,0009765625;50;COMBINED;Polynomial;EPSILON_SVR;11,14;11,25;0,11;100,96
AGRO3.SA.arff;4;4;50;COMBINED;Linear;EPSILON_SVR;11,14;11,19;0,05;100,41
AGRO3.SA.arff;1;0,03125;20;MAE;RBF;EPSILON_SVR;11,16;11,24;0,08;100,75
AGRO3.SA.arff;0,5;0,25;20;MAE;Sigmoid;EPSILON_SVR;11,16;11,07;0,09;99,22
AGRO3.SA.arff;1048576;0,0009765625;20;MAE;Polynomial;EPSILON_SVR;11,16;11,15;0,01;99,95
AGRO3.SA.arff;0,0625;4;20;MAE;Linear;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;1;0,03125;20;RAE;RBF;EPSILON_SVR;11,16;11,24;0,08;100,75
AGRO3.SA.arff;0,5;0,25;20;RAE;Sigmoid;EPSILON_SVR;11,16;11,07;0,09;99,22
AGRO3.SA.arff;1048576;0,0009765625;20;RAE;Polynomial;EPSILON_SVR;11,16;11,15;0,01;99,95
AGRO3.SA.arff;0,0625;4;20;RAE;Linear;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;0,5;0,0625;20;RMSE;RBF;EPSILON_SVR;11,16;11,13;0,03;99,77
AGRO3.SA.arff;2048;0,0000305176;20;RMSE;Sigmoid;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;524288;0,001953125;20;RMSE;Polynomial;EPSILON_SVR;11,16;11,15;0,01;99,88
AGRO3.SA.arff;0,0625;4;20;RMSE;Linear;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;0,5;0,0625;20;RRSE;RBF;EPSILON_SVR;11,16;11,13;0,03;99,77
AGRO3.SA.arff;2048;0,0000305176;20;RRSE;Sigmoid;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;524288;0,001953125;20;RRSE;Polynomial;EPSILON_SVR;11,16;11,15;0,01;99,88
AGRO3.SA.arff;0,0625;4;20;RRSE;Linear;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;1;0,03125;20;COMBINED;RBF;EPSILON_SVR;11,16;11,24;0,08;100,75
AGRO3.SA.arff;0,5;0,25;20;COMBINED;Sigmoid;EPSILON_SVR;11,16;11,07;0,09;99,22
AGRO3.SA.arff;1048576;0,0009765625;20;COMBINED;Polynomial;EPSILON_SVR;11,16;11,15;0,01;99,95
AGRO3.SA.arff;0,0625;4;20;COMBINED;Linear;EPSILON_SVR;11,16;11,28;0,12;101,06
AGRO3.SA.arff;1048576;0,03125;30;MAE;RBF;EPSILON_SVR;11,16;11,16;0;100,04
AGRO3.SA.arff;1048576;0,0009765625;30;MAE;Sigmoid;EPSILON_SVR;11,16;11,1;0,06;99,46
AGRO3.SA.arff;524288;0,0000305176;30;MAE;Polynomial;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;0,125;4;30;MAE;Linear;EPSILON_SVR;11,16;11,22;0,06;100,57
AGRO3.SA.arff;1048576;0,03125;30;RAE;RBF;EPSILON_SVR;11,16;11,16;0;100,04
AGRO3.SA.arff;1048576;0,0002441406;30;RAE;Sigmoid;EPSILON_SVR;11,16;11,1;0,06;99,46
AGRO3.SA.arff;2048;0,0000305176;30;RAE;Polynomial;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;0,125;4;30;RAE;Linear;EPSILON_SVR;11,16;11,22;0,06;100,57
AGRO3.SA.arff;1048576;0,0625;30;RMSE;RBF;EPSILON_SVR;11,16;11,18;0,02;100,22
AGRO3.SA.arff;1048576;1024;30;RMSE;Sigmoid;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;524288;0,0000305176;30;RMSE;Polynomial;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;0,0009765625;4;30;RMSE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,57
AGRO3.SA.arff;1048576;0,0625;30;RRSE;RBF;EPSILON_SVR;11,16;11,18;0,02;100,22
AGRO3.SA.arff;1048576;1024;30;RRSE;Sigmoid;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;2048;0,0000305176;30;RRSE;Polynomial;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;0,0009765625;4;30;RRSE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,57
AGRO3.SA.arff;1048576;0,0625;30;COMBINED;RBF;EPSILON_SVR;11,16;11,18;0,02;100,22
AGRO3.SA.arff;1048576;1024;30;COMBINED;Sigmoid;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;512;0,0000305176;30;COMBINED;Polynomial;EPSILON_SVR;11,16;11,12;0,04;99,69
AGRO3.SA.arff;0,0009765625;4;30;COMBINED;Linear;EPSILON_SVR;11,16;11,11;0,05;99,57
AGRO3.SA.arff;16;0,0625;40;MAE;RBF;EPSILON_SVR;11,16;11,22;0,06;100,51
AGRO3.SA.arff;32;0,0625;40;MAE;Sigmoid;EPSILON_SVR;11,16;11,04;0,12;98,94
AGRO3.SA.arff;524288;0,0004882812;40;MAE;Polynomial;EPSILON_SVR;11,16;11,17;0,01;100,09
AGRO3.SA.arff;0,015625;4;40;MAE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,56
AGRO3.SA.arff;16;0,0625;40;RAE;RBF;EPSILON_SVR;11,16;11,22;0,06;100,51
AGRO3.SA.arff;32;0,0625;40;RAE;Sigmoid;EPSILON_SVR;11,16;11,04;0,12;98,94
AGRO3.SA.arff;524288;0,0004882812;40;RAE;Polynomial;EPSILON_SVR;11,16;11,17;0,01;100,09
AGRO3.SA.arff;0,015625;4;40;RAE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,56
AGRO3.SA.arff;1048576;0,25;40;RMSE;RBF;EPSILON_SVR;11,16;11,23;0,07;100,65
AGRO3.SA.arff;32;0,0625;40;RMSE;Sigmoid;EPSILON_SVR;11,16;11,04;0,12;98,94
AGRO3.SA.arff;1048576;0,0004882812;40;RMSE;Polynomial;EPSILON_SVR;11,16;11,17;0,01;100,07
AGRO3.SA.arff;0,03125;4;40;RMSE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,57
AGRO3.SA.arff;1048576;0,25;40;RRSE;RBF;EPSILON_SVR;11,16;11,23;0,07;100,65
AGRO3.SA.arff;32;0,0625;40;RRSE;Sigmoid;EPSILON_SVR;11,16;11,04;0,12;98,94
AGRO3.SA.arff;1048576;0,0004882812;40;RRSE;Polynomial;EPSILON_SVR;11,16;11,17;0,01;100,07
AGRO3.SA.arff;0,03125;4;40;RRSE;Linear;EPSILON_SVR;11,16;11,11;0,05;99,57
AGRO3.SA.arff;16;0,0625;40;COMBINED;RBF;EPSILON_SVR;11,16;11,22;0,06;100,51
AGRO3.SA.arff;32;0,0625;40;COMBINED;Sigmoid;EPSILON_SVR;11,16;11,04;0,12;98,94
AGRO3.SA.arff;524288;0,0004882812;40;COMBINED;Polynomial;EPSILON_SVR;11,16;11,17;0,01;100,09
AGRO3.SA.arff;0,015625;4;40;COMBINED;Linear;EPSILON_SVR;11,16;11,11;0,05;99,56
AGRO3.SA.arff;1048576;0,0001220703;50;MAE;RBF;EPSILON_SVR;11,16;11,42;0,26;102,36
AGRO3.SA.arff;1048576;0,015625;50;MAE;Sigmoid;EPSILON_SVR;11,16;-1256,8;1267,96;-11261,69
AGRO3.SA.arff;1048576;0,001953125;50;MAE;Polynomial;EPSILON_SVR;11,16;11,22;0,06;100,53
AGRO3.SA.arff;1048576;4;50;MAE;Linear;EPSILON_SVR;11,16;11,94;0,78;106,98
AGRO3.SA.arff;1048576;0,0001220703;50;RAE;RBF;EPSILON_SVR;11,16;11,42;0,26;102,36
AGRO3.SA.arff;1048576;0,015625;50;RAE;Sigmoid;EPSILON_SVR;11,16;-1256,8;1267,96;-11261,69
AGRO3.SA.arff;1048576;0,001953125;50;RAE;Polynomial;EPSILON_SVR;11,16;11,22;0,06;100,53
AGRO3.SA.arff;1048576;4;50;RAE;Linear;EPSILON_SVR;11,16;11,94;0,78;106,98
AGRO3.SA.arff;1048576;0,0001220703;50;RMSE;RBF;EPSILON_SVR;11,16;11,42;0,26;102,36
AGRO3.SA.arff;1048576;0,015625;50;RMSE;Sigmoid;EPSILON_SVR;11,16;-1256,8;1267,96;-11261,69
AGRO3.SA.arff;262144;0,00390625;50;RMSE;Polynomial;EPSILON_SVR;11,16;11,23;0,07;100,66
AGRO3.SA.arff;1048576;4;50;RMSE;Linear;EPSILON_SVR;11,16;11,94;0,78;106,98
AGRO3.SA.arff;1048576;0,0001220703;50;RRSE;RBF;EPSILON_SVR;11,16;11,42;0,26;102,36
AGRO3.SA.arff;1048576;0,015625;50;RRSE;Sigmoid;EPSILON_SVR;11,16;-1256,8;1267,96;-11261,69
AGRO3.SA.arff;262144;0,00390625;50;RRSE;Polynomial;EPSILON_SVR;11,16;11,23;0,07;100,66
AGRO3.SA.arff;1048576;4;50;RRSE;Linear;EPSILON_SVR;11,16;11,94;0,78;106,98
AGRO3.SA.arff;1048576;0,0001220703;50;COMBINED;RBF;EPSILON_SVR;11,16;11,42;0,26;102,36
AGRO3.SA.arff;1048576;0,015625;50;COMBINED;Sigmoid;EPSILON_SVR;11,16;-1256,8;1267,96;-11261,69
AGRO3.SA.arff;262144;0,00390625;50;COMBINED;Polynomial;EPSILON_SVR;11,16;11,23;0,07;100,66
AGRO3.SA.arff;1048576;4;50;COMBINED;Linear;EPSILON_SVR;11,16;11,94;0,78;106,98
